Airline,Source,Destination,Duration,Total stops,Price,Departure Hour,Departure Min,Arrival Hour,Arrival Min
IndiGo,CCU,DEL,2.42,0,5599,20,20,22,45
SpiceJet,CCU,DEL,2.42,0,6106,15,20,17,45
AirAsia India,CCU,DEL,2.42,0,6856,7,40,10,5
Air India,CCU,DEL,2.42,0,7381,6,50,9,15
IndiGo,CCU,DEL,2.17,0,7508,10,10,12,20
IndiGo,CCU,DEL,2.25,0,7508,19,10,21,25
Vistara,CCU,DEL,2.42,0,7722,20,20,22,45
Vistara,CCU,DEL,2.42,0,7722,7,10,9,35
Vistara,CCU,DEL,2.42,0,7722,18,45,21,10
Vistara,CCU,DEL,2.33,0,7851,10,15,12,35
GoFirst,CCU,DEL,2.33,0,5200,5,45,8,5
Air India,CCU,DEL,3.0,0,7407,10,30,13,30
Air India,CCU,DEL,2.92,0,7818,15,30,18,25
IndiGo,CCU,DEL,2.33,0,7872,15,15,17,35
IndiGo,CCU,DEL,2.33,0,7872,11,40,14,0
GoFirst,CCU,DEL,2.5,0,7923,6,0,8,30
Vistara,CCU,DEL,2.42,0,9822,15,20,17,45
IndiGo,CCU,DEL,2.5,0,5187,21,35,0,5
SpiceJet,CCU,DEL,2.5,0,5711,21,10,23,40
AirAsia India,CCU,DEL,2.5,0,6856,23,35,2,5
AirAsia India,CCU,DEL,2.5,0,6856,1,25,3,55
IndiGo,CCU,DEL,2.42,0,7508,5,20,7,45
IndiGo,CCU,DEL,2.42,0,7508,23,45,2,10
FlexFlight,CCU,DEL,2.33,0,9635,5,45,8,5
GoFirst,CCU,DEL,5.83,1,7672,16,40,22,30
IndiGo,CCU,DEL,4.17,1,9038,18,0,22,10
IndiGo,CCU,DEL,5.33,1,9038,14,40,20,0
IndiGo,CCU,DEL,4.33,1,11025,14,10,18,30
Alaska Seaplanes,CCU,DEL,2.42,0,17062,15,20,17,45
Hahn Air Systems,CCU,DEL,2.5,0,17062,6,35,9,5
Hahn Air Systems,CCU,DEL,2.42,0,18216,15,20,17,45
GoFirst,CCU,DEL,6.33,1,7672,18,30,0,50
GoFirst,CCU,DEL,7.75,1,7672,16,25,0,10
GoFirst,CCU,DEL,7.83,1,7672,18,30,2,20
GoFirst,CCU,DEL,7.33,1,7923,17,30,0,50
IndiGo,CCU,DEL,5.5,1,9038,18,0,23,30
IndiGo,CCU,DEL,6.08,1,9038,6,55,13,0
IndiGo,CCU,DEL,6.58,1,9038,14,40,21,15
IndiGo,CCU,DEL,7.5,1,9038,14,40,22,10
Air India,CCU,DEL,6.0,1,9511,11,35,17,35
IndiGo,CCU,DEL,5.42,1,10388,19,0,0,25
IndiGo,CCU,DEL,6.92,1,10388,12,5,19,0
IndiGo,CCU,DEL,6.17,1,10432,12,50,19,0
IndiGo,CCU,DEL,7.75,1,10432,12,50,20,35
IndiGo,CCU,DEL,5.5,1,10508,17,35,23,5
IndiGo,CCU,DEL,7.25,1,10967,7,15,14,30
IndiGo,CCU,DEL,4.92,1,11052,18,30,23,25
Air India,CCU,DEL,6.67,1,13253,12,0,18,40
IndiGo,CCU,DEL,4.5,1,13556,12,5,16,35
AirAsia India,CCU,DEL,6.33,1,14746,9,10,15,30
Air India,CCU,DEL,5.75,1,16533,17,0,22,45
Hahn Air Systems,CCU,DEL,2.5,0,17062,21,10,23,40
FlexFlight,CCU,DEL,5.83,1,17566,16,40,22,30
SpiceJet,CCU,DEL,14.42,0,5599,3,20,17,45
SpiceJet,CCU,DEL,8.83,1,7472,15,35,0,25
GoFirst,CCU,DEL,8.83,1,7923,17,30,2,20
IndiGo,CCU,DEL,8.83,1,9058,14,40,23,30
IndiGo,CCU,DEL,8.5,1,11037,7,25,15,55
AirAsia India,CCU,DEL,7.17,2,13594,13,15,20,25
AirAsia India,CCU,DEL,7.17,1,13594,13,15,20,25
AirAsia India,CCU,DEL,8.42,1,14295,13,10,21,35
AirAsia India,CCU,DEL,8.42,2,14514,13,10,21,35
AirAsia India,CCU,DEL,7.75,2,14711,9,10,16,55
Air India,CCU,DEL,8.92,1,14718,9,25,18,20
AirAsia India,CCU,DEL,6.33,2,14965,9,10,15,30
IndiGo,CCU,DEL,5.75,1,15326,6,15,12,0
IndiGo,CCU,DEL,7.75,1,15487,15,10,22,55
IndiGo,CCU,DEL,8.42,1,15541,13,10,21,35
IndiGo,CCU,DEL,6.42,1,15648,15,10,21,35
IndiGo,CCU,DEL,7.75,1,15721,13,10,20,55
flybig,CCU,DEL,9.0,1,15770,13,55,22,55
SpiceJet,CCU,DEL,7.75,1,15816,16,20,0,5
IndiGo,CCU,DEL,5.75,1,15829,15,10,20,55
flybig,CCU,DEL,7.67,1,15931,13,55,21,35
IndiGo,CCU,DEL,5.92,1,15937,11,0,16,55
Vistara,CCU,DEL,6.5,1,16752,10,25,16,55
Vistara,CCU,DEL,7.67,1,16752,10,25,18,5
Air India,CCU,DEL,8.25,2,18374,10,25,18,40
AirAsia India,CCU,DEL,7.08,1,18535,20,25,3,30
IndiGo,CCU,DEL,9.0,1,18911,23,55,8,55
FlexFlight,CCU,DEL,7.83,1,19056,18,30,2,20
IndiGo,CCU,DEL,7.25,1,19637,16,35,23,50
FlexFlight,CCU,DEL,5.67,1,21353,6,30,12,10
Vistara,CCU,DEL,6.58,1,27801,17,35,0,10
Vistara,CCU,DEL,7.33,1,27801,17,35,0,55
IndiGo,CCU,DEL,8.92,2,24720,23,55,8,50
Air India,CCU,DEL,9.17,2,34678,5,35,14,45
Hahn Air Systems,CCU,DEL,8.83,1,34854,15,35,0,25
Vistara,CCU,DEL,2.42,0,6722,20,20,22,45
GoFirst,CCU,DEL,2.33,0,6712,5,45,8,5
Vistara,CCU,DEL,2.42,0,6722,18,45,21,10
Air India,CCU,DEL,2.0,0,7872,20,15,22,15
GoFirst,CCU,DEL,2.5,0,6712,14,20,16,50
SpiceJet,CCU,DEL,2.42,0,6722,15,20,17,45
SpiceJet,CCU,DEL,2.5,0,6722,6,35,9,5
AirAsia India,CCU,DEL,2.42,0,6856,7,40,10,5
Vistara,CCU,DEL,2.33,0,7872,10,15,12,35
Vistara,CCU,DEL,2.42,0,7872,7,10,9,35
Vistara,CCU,DEL,2.42,0,7872,15,20,17,45
Air India,CCU,DEL,2.42,0,7872,6,50,9,15
Air India,CCU,DEL,3.0,0,7872,10,30,13,30
SpiceJet,CCU,DEL,2.5,0,6722,21,10,23,40
AirAsia India,CCU,DEL,2.5,0,6856,1,25,3,55
Vistara,CCU,DEL,2.42,0,5387,20,20,22,45
Vistara,CCU,DEL,2.42,0,5387,18,45,21,10
Vistara,CCU,DEL,2.33,0,7722,10,15,12,35
Vistara,CCU,DEL,2.42,0,7722,7,10,9,35
Vistara,CCU,DEL,2.42,0,7722,15,20,17,45
FlexFlight,CCU,DEL,2.33,0,9635,5,45,8,5
Alaska Seaplanes,CCU,DEL,2.42,0,17062,15,20,17,45
IndiGo,CCU,DEL,2.33,0,7508,11,40,14,0
IndiGo,CCU,DEL,2.33,0,7508,18,10,20,30
Vistara,CCU,DEL,2.33,0,7722,10,15,12,35
Vistara,CCU,DEL,2.42,0,7722,7,10,9,35
Vistara,CCU,DEL,2.42,0,7722,15,20,17,45
IndiGo,CCU,DEL,2.5,0,5187,21,35,0,5
GoFirst,CCU,DEL,2.33,0,5200,5,45,8,5
SpiceJet,CCU,DEL,2.5,0,5711,21,10,23,40
Air India,CCU,DEL,3.0,0,7381,10,30,13,30
GoFirst,CCU,DEL,2.5,0,8886,6,0,8,30
AirAsia India,CCU,DEL,2.5,0,6856,1,25,3,55
AirAsia India,CCU,DEL,2.5,0,6856,23,35,2,5
IndiGo,CCU,DEL,2.42,0,7508,5,20,7,45
IndiGo,CCU,DEL,2.42,0,7508,23,45,2,10
FlexFlight,CCU,DEL,2.33,0,9635,5,45,8,5
IndiGo,CCU,DEL,4.17,1,7508,18,0,22,10
IndiGo,CCU,DEL,4.33,1,7508,14,10,18,30
IndiGo,CCU,DEL,4.92,1,7508,18,30,23,25
Alaska Seaplanes,CCU,DEL,2.42,0,17062,15,20,17,45
Hahn Air Systems,CCU,DEL,2.5,0,17062,6,35,9,5
IndiGo,CCU,DEL,5.33,1,7508,14,40,20,0
IndiGo,CCU,DEL,5.42,1,7508,19,0,0,25
IndiGo,CCU,DEL,5.5,1,7508,17,35,23,5
IndiGo,CCU,DEL,5.5,1,7508,18,0,23,30
IndiGo,CCU,DEL,6.17,1,7508,12,50,19,0
IndiGo,CCU,DEL,6.58,1,7508,14,40,21,15
IndiGo,CCU,DEL,6.92,1,7508,12,5,19,0
IndiGo,CCU,DEL,7.0,1,7508,14,55,21,55
IndiGo,CCU,DEL,7.25,1,7508,7,15,14,30
GoFirst,CCU,DEL,5.83,1,7672,16,40,22,30
GoFirst,CCU,DEL,6.33,1,7672,18,30,0,50
IndiGo,CCU,DEL,4.5,1,12816,12,5,16,35
Hahn Air Systems,CCU,DEL,2.5,0,17062,21,10,23,40
Hahn Air Systems,CCU,DEL,2.42,0,18216,15,20,17,45
SpiceJet,CCU,DEL,8.83,1,7472,15,35,0,25
IndiGo,CCU,DEL,7.75,1,7508,12,50,20,35
IndiGo,CCU,DEL,8.08,1,7508,15,0,23,5
IndiGo,CCU,DEL,8.83,1,7508,14,40,23,30
GoFirst,CCU,DEL,7.83,1,7672,18,30,2,20
AirAsia India,CCU,DEL,7.17,2,10001,13,15,20,25
AirAsia India,CCU,DEL,7.17,1,10001,13,15,20,25
IndiGo,CCU,DEL,7.08,1,12355,12,50,19,55
IndiGo,CCU,DEL,7.08,1,12355,7,15,14,20
Air India,CCU,DEL,8.83,1,12782,9,50,18,40
Vistara,CCU,DEL,6.58,1,13157,17,35,0,10
Vistara,CCU,DEL,7.33,1,13157,17,35,0,55
Vistara,CCU,DEL,7.67,1,13157,10,25,18,5
IndiGo,CCU,DEL,5.92,1,13598,16,20,22,15
IndiGo,CCU,DEL,7.0,1,13817,15,0,22,0
Air India,CCU,DEL,7.25,1,14169,8,25,15,40
AirAsia India,CCU,DEL,6.33,1,14295,9,10,15,30
AirAsia India,CCU,DEL,8.42,1,14295,13,10,21,35
AirAsia India,CCU,DEL,6.33,2,14514,9,10,15,30
AirAsia India,CCU,DEL,8.42,2,14514,13,10,21,35
Air India,CCU,DEL,5.75,1,14718,17,0,22,45
Air India,CCU,DEL,8.92,1,14718,9,25,18,20
IndiGo,CCU,DEL,5.75,1,15299,6,15,12,0
IndiGo,CCU,DEL,7.08,1,15487,4,55,12,0
Vistara,CCU,DEL,6.5,1,15492,10,25,16,55
IndiGo,CCU,DEL,5.75,1,15559,15,10,20,55
IndiGo,CCU,DEL,6.42,1,15648,15,10,21,35
AirAsia India,CCU,DEL,7.75,2,15721,9,10,16,55
Air India,CCU,DEL,8.25,2,16482,10,25,18,40
IndiGo,CCU,DEL,5.92,1,16666,11,0,16,55
FlexFlight,CCU,DEL,5.83,1,17566,16,40,22,30
FlexFlight,CCU,DEL,5.67,1,18562,6,30,12,10
FlexFlight,CCU,DEL,7.83,1,19056,18,30,2,20
SpiceJet,CCU,DEL,14.42,0,5599,3,20,17,45
IndiGo,CCU,DEL,9.08,2,17410,23,55,9,0
IndiGo,CCU,DEL,9.0,1,18554,23,55,8,55
IndiGo,CCU,DEL,8.92,2,18713,23,55,8,50
Hahn Air Systems,CCU,DEL,8.83,1,34854,15,35,0,25
Vistara,CCU,DEL,2.33,0,6722,10,15,12,35
GoFirst,CCU,DEL,2.33,0,6712,5,45,8,5
Vistara,CCU,DEL,2.42,0,6722,20,20,22,45
Vistara,CCU,DEL,2.42,0,6722,18,45,21,10
Air India,CCU,DEL,2.0,0,7872,20,15,22,15
GoFirst,CCU,DEL,2.5,0,6712,14,20,16,50
SpiceJet,CCU,DEL,2.42,0,6722,15,20,17,45
SpiceJet,CCU,DEL,2.5,0,6722,6,35,9,5
AirAsia India,CCU,DEL,2.42,0,6856,7,40,10,5
Vistara,CCU,DEL,2.42,0,7872,7,10,9,35
Vistara,CCU,DEL,2.42,0,7872,15,20,17,45
Air India,CCU,DEL,2.42,0,7872,6,50,9,15
Air India,CCU,DEL,2.92,0,7872,15,30,18,25
Air India,CCU,DEL,3.0,0,7872,10,30,13,30
SpiceJet,CCU,DEL,2.5,0,6722,21,10,23,40
IndiGo,CCU,DEL,2.25,0,7508,7,0,9,15
IndiGo,CCU,DEL,2.33,0,7508,15,15,17,35
IndiGo,CCU,DEL,2.33,0,7508,11,40,14,0
Vistara,CCU,DEL,2.42,0,7722,7,10,9,35
Vistara,CCU,DEL,2.42,0,7722,15,20,17,45
IndiGo,CCU,DEL,2.42,0,5187,5,20,7,45
IndiGo,CCU,DEL,2.42,0,5187,23,45,2,10
IndiGo,CCU,DEL,2.5,0,5187,21,35,0,5
GoFirst,CCU,DEL,2.33,0,5200,5,45,8,5
SpiceJet,CCU,DEL,2.5,0,5711,21,10,23,40
Air India,CCU,DEL,2.92,0,7381,15,30,18,25
Air India,CCU,DEL,3.0,0,7381,10,30,13,30
GoFirst,CCU,DEL,2.5,0,7923,6,0,8,30
AirAsia India,CCU,DEL,2.5,0,6856,23,35,2,5
AirAsia India,CCU,DEL,2.5,0,6856,1,25,3,55
FlexFlight,CCU,DEL,2.33,0,9635,5,45,8,5
IndiGo,CCU,DEL,4.17,1,7508,18,0,22,10
IndiGo,CCU,DEL,4.33,1,7508,14,10,18,30
IndiGo,CCU,DEL,4.92,1,7508,18,30,23,25
Alaska Seaplanes,CCU,DEL,2.42,0,17062,15,20,17,45
Hahn Air Systems,CCU,DEL,2.5,0,17062,6,35,9,5
Hahn Air Systems,CCU,DEL,2.42,0,17769,15,20,17,45
IndiGo,CCU,DEL,5.33,1,7508,14,40,20,0
IndiGo,CCU,DEL,5.42,1,7508,19,0,0,25
IndiGo,CCU,DEL,5.5,1,7508,18,0,23,30
IndiGo,CCU,DEL,5.5,1,7508,17,35,23,5
IndiGo,CCU,DEL,6.08,1,7508,6,55,13,0
IndiGo,CCU,DEL,6.58,1,7508,14,40,21,15
IndiGo,CCU,DEL,6.92,1,7508,12,5,19,0
IndiGo,CCU,DEL,7.25,1,7508,7,15,14,30
GoFirst,CCU,DEL,6.33,1,7672,18,30,0,50
GoFirst,CCU,DEL,7.33,1,7923,17,30,0,50
IndiGo,CCU,DEL,4.5,1,12816,12,5,16,35
IndiGo,CCU,DEL,4.92,1,13176,6,55,11,50
Hahn Air Systems,CCU,DEL,2.5,0,17062,21,10,23,40
SpiceJet,CCU,DEL,8.75,1,7472,9,35,18,20
SpiceJet,CCU,DEL,8.83,1,7472,15,35,0,25
IndiGo,CCU,DEL,7.75,1,7508,12,50,20,35
IndiGo,CCU,DEL,8.08,1,7508,15,0,23,5
IndiGo,CCU,DEL,8.5,1,7508,14,55,23,25
IndiGo,CCU,DEL,8.83,1,7508,14,40,23,30
GoFirst,CCU,DEL,7.83,1,7672,18,30,2,20
GoFirst,CCU,DEL,8.67,1,7672,6,30,15,10
IndiGo,CCU,DEL,7.5,1,7921,14,40,22,10
GoFirst,CCU,DEL,8.83,1,7923,17,30,2,20
AirAsia India,CCU,DEL,7.17,2,10812,13,15,20,25
AirAsia India,CCU,DEL,7.17,1,10812,13,15,20,25
IndiGo,CCU,DEL,7.08,1,12180,12,50,19,55
IndiGo,CCU,DEL,5.92,1,12686,16,20,22,15
IndiGo,CCU,DEL,7.08,1,12745,7,15,14,20
Vistara,CCU,DEL,6.58,1,13157,17,35,0,10
Vistara,CCU,DEL,7.33,1,13157,17,35,0,55
Vistara,CCU,DEL,7.67,1,13157,10,25,18,5
IndiGo,CCU,DEL,6.5,1,13731,18,30,1,0
AirAsia India,CCU,DEL,8.42,1,14295,13,10,21,35
Air India,CCU,DEL,6.67,1,14428,12,0,18,40
AirAsia India,CCU,DEL,8.42,2,14514,13,10,21,35
Air India,CCU,DEL,8.92,1,14718,9,25,18,20
IndiGo,CCU,DEL,6.67,1,14937,16,15,22,55
IndiGo,CCU,DEL,5.75,1,15084,6,15,12,0
IndiGo,CCU,DEL,6.42,1,15406,15,10,21,35
Vistara,CCU,DEL,6.5,1,15492,10,25,16,55
IndiGo,CCU,DEL,5.75,1,15829,15,10,20,55
Air India,CCU,DEL,8.25,2,16797,10,25,18,40
IndiGo,CCU,DEL,5.92,1,16927,14,0,19,55
FlexFlight,CCU,DEL,7.83,1,18562,18,30,2,20
FlexFlight,CCU,DEL,8.67,1,18562,6,30,15,10
FlexFlight,CCU,DEL,5.67,1,19056,6,30,12,10
SpiceJet,CCU,DEL,7.92,1,19402,10,20,18,15
GoFirst,CCU,DEL,5.67,1,19523,12,55,18,35
SpiceJet,CCU,DEL,14.42,0,5599,3,20,17,45
IndiGo,CCU,DEL,9.08,2,17923,23,55,9,0
IndiGo,CCU,DEL,9.0,1,18471,23,55,8,55
IndiGo,CCU,DEL,8.92,2,18713,23,55,8,50
Hahn Air Systems,CCU,DEL,8.75,1,34854,9,35,18,20
Hahn Air Systems,CCU,DEL,8.83,1,34854,15,35,0,25
Hahn Air Systems,CCU,DEL,7.92,1,38656,10,20,18,15
Hahn Air Systems,CCU,DEL,5.75,1,47433,11,20,17,5
Vistara,CCU,DEL,2.42,0,6722,20,20,22,45
GoFirst,CCU,DEL,2.33,0,6712,5,45,8,5
Air India,CCU,DEL,2.0,0,7872,20,15,22,15
GoFirst,CCU,DEL,2.5,0,6712,14,20,16,50
SpiceJet,CCU,DEL,2.42,0,6722,15,20,17,45
SpiceJet,CCU,DEL,2.5,0,6722,6,35,9,5
AirAsia India,CCU,DEL,2.42,0,6856,7,40,10,5
Vistara,CCU,DEL,2.33,0,7872,10,15,12,35
Vistara,CCU,DEL,2.42,0,7872,18,45,21,10
Vistara,CCU,DEL,2.42,0,7872,15,20,17,45
Vistara,CCU,DEL,2.42,0,7872,7,10,9,35
Air India,CCU,DEL,2.42,0,7872,6,50,9,15
Air India,CCU,DEL,2.92,0,7872,15,30,18,25
Air India,CCU,DEL,3.0,0,7872,10,30,13,30
SpiceJet,CCU,DEL,2.5,0,6722,21,10,23,40
IndiGo,CCU,DEL,2.33,0,7508,11,40,14,0
Vistara,CCU,DEL,2.33,0,7722,10,15,12,35
Vistara,CCU,DEL,2.42,0,7722,18,45,21,10
Vistara,CCU,DEL,2.42,0,7722,15,20,17,45
Vistara,CCU,DEL,2.42,0,7722,7,10,9,35
IndiGo,CCU,DEL,2.42,0,5187,5,20,7,45
IndiGo,CCU,DEL,2.5,0,5187,21,35,0,5
GoFirst,CCU,DEL,2.33,0,5200,5,45,8,5
SpiceJet,CCU,DEL,2.5,0,5711,21,10,23,40
Air India,CCU,DEL,2.92,0,7381,15,30,18,25
Air India,CCU,DEL,3.0,0,7381,10,30,13,30
GoFirst,CCU,DEL,2.5,0,8886,6,0,8,30
AirAsia India,CCU,DEL,2.5,0,6856,1,25,3,55
AirAsia India,CCU,DEL,2.5,0,6856,23,35,2,5
IndiGo,CCU,DEL,2.42,0,7508,23,45,2,10
IndiGo,CCU,DEL,4.17,1,7508,18,0,22,10
IndiGo,CCU,DEL,4.33,1,7508,14,10,18,30
IndiGo,CCU,DEL,4.92,1,7508,18,30,23,25
Alaska Seaplanes,CCU,DEL,2.42,0,17062,15,20,17,45
Hahn Air Systems,CCU,DEL,2.5,0,17062,6,35,9,5
IndiGo,CCU,DEL,7.17,1,7455,8,45,15,55
IndiGo,CCU,DEL,5.33,1,7508,14,40,20,0
IndiGo,CCU,DEL,5.42,1,7508,19,0,0,25
IndiGo,CCU,DEL,5.5,1,7508,17,35,23,5
IndiGo,CCU,DEL,5.5,1,7508,18,0,23,30
IndiGo,CCU,DEL,6.08,1,7508,6,55,13,0
IndiGo,CCU,DEL,6.58,1,7508,14,40,21,15
IndiGo,CCU,DEL,6.67,1,7508,12,20,19,0
IndiGo,CCU,DEL,6.92,1,7508,12,5,19,0
IndiGo,CCU,DEL,7.0,1,7508,14,55,21,55
IndiGo,CCU,DEL,7.25,1,7508,7,15,14,30
GoFirst,CCU,DEL,6.33,1,7672,18,30,0,50
AirAsia India,CCU,DEL,5.75,1,10001,9,10,14,55
IndiGo,CCU,DEL,4.5,1,12991,12,5,16,35
GoFirst,CCU,DEL,5.67,1,13151,12,55,18,35
Hahn Air Systems,CCU,DEL,2.5,0,17062,21,10,23,40
Hahn Air Systems,CCU,DEL,2.42,0,18216,15,20,17,45
SpiceJet,CCU,DEL,8.75,1,7472,9,35,18,20
SpiceJet,CCU,DEL,8.83,1,7472,15,35,0,25
IndiGo,CCU,DEL,7.75,1,7508,12,50,20,35
IndiGo,CCU,DEL,8.08,1,7508,15,0,23,5
IndiGo,CCU,DEL,8.5,1,7508,14,55,23,25
IndiGo,CCU,DEL,8.5,1,7508,7,25,15,55
IndiGo,CCU,DEL,8.83,1,7508,14,40,23,30
GoFirst,CCU,DEL,7.83,1,7672,18,30,2,20
GoFirst,CCU,DEL,8.67,1,7672,6,30,15,10
GoFirst,CCU,DEL,7.33,1,8886,17,30,0,50
GoFirst,CCU,DEL,8.83,1,8886,17,30,2,20
AirAsia India,CCU,DEL,7.17,2,10001,13,15,20,25
AirAsia India,CCU,DEL,7.17,1,10001,13,15,20,25
Vistara,CCU,DEL,6.5,1,13157,10,25,16,55
Vistara,CCU,DEL,7.33,1,13157,17,35,0,55
Air India,CCU,DEL,8.83,1,13253,9,50,18,40
Air India,CCU,DEL,7.25,1,13777,8,25,15,40
AirAsia India,CCU,DEL,8.42,1,14295,13,10,21,35
AirAsia India,CCU,DEL,8.42,2,14514,13,10,21,35
Air India,CCU,DEL,5.75,1,14718,17,0,22,45
Air India,CCU,DEL,8.92,1,14718,9,25,18,20
IndiGo,CCU,DEL,9.17,2,15057,6,15,15,25
IndiGo,CCU,DEL,5.75,1,15487,6,15,12,0
IndiGo,CCU,DEL,6.42,1,15487,15,10,21,35
Vistara,CCU,DEL,6.58,1,15492,17,35,0,10
Vistara,CCU,DEL,7.67,1,15492,10,25,18,5
IndiGo,CCU,DEL,5.75,1,15559,15,10,20,55
flybig,CCU,DEL,7.67,1,15608,13,55,21,35
IndiGo,CCU,DEL,7.75,1,15648,15,10,22,55
flybig,CCU,DEL,9.0,1,15770,13,55,22,55
Air India,CCU,DEL,8.25,2,16482,10,25,18,40
IndiGo,CCU,DEL,6.25,1,17772,10,10,16,25
AirAsia India,CCU,DEL,4.42,1,18221,12,0,16,25
SpiceJet,CCU,DEL,7.92,1,18375,10,20,18,15
SpiceJet,CCU,DEL,14.42,0,5599,3,20,17,45
IndiGo,CCU,DEL,9.08,2,16624,23,55,9,0
IndiGo,CCU,DEL,9.0,1,17139,23,55,8,55
IndiGo,CCU,DEL,8.92,2,18401,23,55,8,50
Hahn Air Systems,CCU,DEL,8.75,1,34854,9,35,18,20
Hahn Air Systems,CCU,DEL,8.83,1,34854,15,35,0,25
Hahn Air Systems,CCU,DEL,7.92,1,38736,10,20,18,15
Hahn Air Systems,CCU,DEL,5.75,1,48110,11,20,17,5
Vistara,CCU,DEL,2.42,0,5537,20,20,22,45
GoFirst,CCU,DEL,2.33,0,5479,5,45,8,5
Vistara,CCU,DEL,2.42,0,5537,18,45,21,10
Vistara,CCU,DEL,2.42,0,5537,7,10,9,35
Air India,CCU,DEL,2.0,0,7381,20,15,22,15
GoFirst,CCU,DEL,2.5,0,5960,14,20,16,50
SpiceJet,CCU,DEL,2.42,0,6111,15,20,17,45
Vistara,CCU,DEL,2.42,0,6602,15,20,17,45
Vistara,CCU,DEL,2.33,0,7011,10,15,12,35
SpiceJet,CCU,DEL,2.5,0,6111,6,35,9,5
SpiceJet,CCU,DEL,2.5,0,6111,20,40,23,10
AirAsia India,CCU,DEL,2.42,0,7236,7,40,10,5
Air India,CCU,DEL,2.42,0,7381,6,50,9,15
Air India,CCU,DEL,2.92,0,7381,15,30,18,25
Air India,CCU,DEL,3.0,0,7381,10,30,13,30
Air India,CCU,DEL,2.92,0,6062,15,30,18,25
SpiceJet,CCU,DEL,2.5,0,6106,20,40,23,10
IndiGo,CCU,DEL,2.17,0,6402,10,10,12,20
IndiGo,CCU,DEL,2.33,0,6822,15,15,17,35
Vistara,CCU,DEL,2.33,0,6882,10,15,12,35
Air India,CCU,DEL,3.0,0,6062,10,30,13,30
GoFirst,CCU,DEL,2.5,0,6453,6,0,8,30
AirAsia India,CCU,DEL,2.42,0,6856,7,40,10,5
IndiGo,CCU,DEL,2.33,0,7508,11,40,14,0
IndiGo,CCU,DEL,2.42,0,5187,5,20,7,45
IndiGo,CCU,DEL,2.5,0,5187,21,35,0,5
GoFirst,CCU,DEL,2.33,0,5200,5,45,8,5
SpiceJet,CCU,DEL,2.5,0,5711,21,10,23,40
IndiGo,CCU,DEL,2.42,0,6402,23,45,2,10
AirAsia India,CCU,DEL,2.5,0,6856,1,25,3,55
AirAsia India,CCU,DEL,2.5,0,6856,23,35,2,5
IndiGo,CCU,DEL,4.33,1,6402,14,10,18,30
IndiGo,CCU,DEL,4.92,1,6402,18,30,23,25
IndiGo,CCU,DEL,5.33,1,6402,14,40,20,0
IndiGo,CCU,DEL,5.42,1,6402,19,0,0,25
IndiGo,CCU,DEL,5.5,1,6402,17,35,23,5
IndiGo,CCU,DEL,5.5,1,6402,18,0,23,30
IndiGo,CCU,DEL,6.08,1,6402,6,55,13,0
IndiGo,CCU,DEL,6.92,1,6402,12,5,19,0
IndiGo,CCU,DEL,7.0,1,6402,14,55,21,55
IndiGo,CCU,DEL,6.58,1,6453,14,40,21,15
GoFirst,CCU,DEL,6.33,1,7672,18,30,0,50
AirAsia India,CCU,DEL,5.75,1,10001,9,10,14,55
IndiGo,CCU,DEL,4.92,1,10631,6,55,11,50
IndiGo,CCU,DEL,4.5,1,12788,12,5,16,35
Alaska Seaplanes,CCU,DEL,2.42,0,17062,15,20,17,45
Hahn Air Systems,CCU,DEL,2.5,0,17062,21,10,23,40
Hahn Air Systems,CCU,DEL,2.5,0,17062,6,35,9,5
Hahn Air Systems,CCU,DEL,2.42,0,18170,15,20,17,45
IndiGo,CCU,DEL,7.25,1,6402,7,15,14,30
IndiGo,CCU,DEL,7.75,1,6402,12,50,20,35
IndiGo,CCU,DEL,8.08,1,6453,15,0,23,5
IndiGo,CCU,DEL,8.83,1,6453,14,40,23,30
SpiceJet,CCU,DEL,8.75,1,7472,9,35,18,20
SpiceJet,CCU,DEL,8.83,1,7472,15,35,0,25
GoFirst,CCU,DEL,7.83,1,7672,18,30,2,20
GoFirst,CCU,DEL,7.33,1,8119,17,30,0,50
GoFirst,CCU,DEL,8.83,1,8119,17,30,2,20
AirAsia India,CCU,DEL,7.17,1,10037,13,15,20,25
AirAsia India,CCU,DEL,7.17,2,10199,13,15,20,25
IndiGo,CCU,DEL,5.92,1,10417,16,20,22,15
IndiGo,CCU,DEL,7.08,1,10583,12,50,19,55
IndiGo,CCU,DEL,7.08,1,10583,7,15,14,20
IndiGo,CCU,DEL,7.67,1,10631,14,40,22,20
Vistara,CCU,DEL,6.58,1,11042,17,35,0,10
Vistara,CCU,DEL,7.33,1,11042,17,35,0,55
GoFirst,CCU,DEL,8.83,1,11448,9,20,18,10
Air India,CCU,DEL,5.75,1,12288,17,0,22,45
Air India,CCU,DEL,8.92,1,12288,9,25,18,20
GoFirst,CCU,DEL,5.67,1,12471,12,55,18,35
Vistara,CCU,DEL,6.5,1,12537,10,25,16,55
Vistara,CCU,DEL,7.67,1,12537,10,25,18,5
IndiGo,CCU,DEL,6.67,1,12890,16,15,22,55
Air India,CCU,DEL,7.25,1,13385,8,25,15,40
Air India,CCU,DEL,6.67,1,13488,12,0,18,40
SpiceJet,CCU,DEL,7.92,1,13651,10,20,18,15
Air India,CCU,DEL,8.25,2,14040,10,25,18,40
AirAsia India,CCU,DEL,8.42,2,14575,13,10,21,35
AirAsia India,CCU,DEL,8.42,1,14598,13,10,21,35
