Airline,Source,Destination,Duration,Total stops,Price,Departure Hour,Departure Min,Arrival Hour,Arrival Min
Vistara,GOI,DEL,9.08,2,18323,13,20,22,25
SpiceJet,GOI,DEL,8.42,1,18513,13,30,21,55
Vistara,GOI,DEL,8.33,2,18548,14,40,23,0
Hahn Air Systems,GOI,DEL,8.75,1,32303,13,30,22,15
Alaska Seaplanes,GOI,DEL,6.08,1,37721,13,40,19,45
Hahn Air Systems,GOI,DEL,9.42,1,33097,17,35,3,0
Hahn Air Systems,GOI,DEL,8.42,1,41455,13,30,21,55
Vistara,GOI,DEL,2.75,0,6213,21,55,0,40
Air India,GOI,DEL,2.5,0,6822,14,15,16,45
SpiceJet,GOI,DEL,2.42,0,5380,23,0,1,25
SpiceJet,GOI,DEL,2.58,0,6468,12,5,14,40
SpiceJet,GOI,DEL,2.67,0,6468,15,5,17,45
SpiceJet,GOI,DEL,2.83,0,6468,18,10,21,0
IndiGo,GOI,DEL,2.75,0,6519,19,15,22,0
GoFirst,GOI,DEL,2.75,0,7001,17,25,20,10
IndiGo,GOI,DEL,2.58,0,7094,15,25,18,0
AirAsia India,GOI,DEL,2.67,0,7101,13,50,16,30
AirAsia India,GOI,DEL,2.75,0,7101,16,35,19,20
IndiGo,GOI,DEL,2.58,0,7106,13,0,15,35
IndiGo,GOI,DEL,2.92,0,7106,13,55,16,50
Vistara,GOI,DEL,2.75,0,6213,21,55,0,40
AirAsia India,GOI,DEL,2.75,0,6330,23,5,1,50
SpiceJet,GOI,DEL,2.42,0,6337,22,30,0,55
IndiGo,GOI,DEL,2.58,0,6250,22,0,0,35
AirAsia India,GOI,DEL,2.75,0,6330,23,5,1,50
SpiceJet,GOI,DEL,2.42,0,6468,22,30,0,55
Air India,GOI,DEL,2.67,0,6612,1,15,3,55
AirAsia India,GOI,DEL,4.0,1,7039,17,45,21,45
AirAsia India,GOI,DEL,4.0,0,7101,17,45,21,45
Vistara,GOI,DEL,2.67,0,10231,14,25,17,5
GoFirst,GOI,DEL,5.25,1,7111,18,15,23,30
GoFirst,GOI,DEL,5.25,1,7111,17,10,22,25
IndiGo,GOI,DEL,5.17,1,7925,16,30,21,40
Vistara,GOI,DEL,4.75,1,9787,13,20,18,5
AirAsia India,GOI,DEL,4.5,1,6840,5,0,9,30
GoFirst,GOI,DEL,6.33,1,7306,17,10,23,30
GoFirst,GOI,DEL,6.58,1,7306,18,15,0,50
GoFirst,GOI,DEL,7.67,1,7306,17,10,0,50
GoFirst,GOI,DEL,6.92,1,8444,13,15,20,10
IndiGo,GOI,DEL,4.92,1,8826,6,45,11,40
AirAsia India,GOI,DEL,5.92,1,8826,15,15,21,10
GoFirst,GOI,DEL,5.5,1,8844,6,40,12,10
IndiGo,GOI,DEL,6.42,1,9089,16,30,22,55
IndiGo,GOI,DEL,4.75,1,9299,15,15,20,0
IndiGo,GOI,DEL,5.33,1,9299,18,10,23,30
IndiGo,GOI,DEL,5.5,1,9299,14,30,20,0
IndiGo,GOI,DEL,5.58,1,9456,6,45,12,20
IndiGo,GOI,DEL,6.08,1,9586,17,15,23,20
IndiGo,GOI,DEL,5.0,1,9614,13,10,18,10
IndiGo,GOI,DEL,6.25,1,9614,13,10,19,25
Vistara,GOI,DEL,6.42,1,9798,13,20,19,45
IndiGo,GOI,DEL,4.83,1,9827,7,20,12,10
IndiGo,GOI,DEL,6.58,1,9827,18,10,0,45
AirAsia India,GOI,DEL,5.25,1,10279,17,45,23,0
Air India,GOI,DEL,4.92,1,10404,15,15,20,10
IndiGo,GOI,DEL,5.5,1,10421,18,40,0,10
Vistara,GOI,DEL,5.67,1,12307,14,40,20,20
Hahn Air Systems,GOI,DEL,2.58,0,18005,12,5,14,40
SpiceJet,GOI,DEL,9.42,1,7048,17,35,3,0
GoFirst,GOI,DEL,8.08,1,7306,18,15,2,20
GoFirst,GOI,DEL,9.17,1,7306,17,10,2,20
IndiGo,GOI,DEL,7.0,1,7893,0,10,7,10
GoFirst,GOI,DEL,9.25,1,7903,6,40,15,55
GoFirst,GOI,DEL,10.17,1,7903,6,40,16,50
AirAsia India,GOI,DEL,9.83,1,8299,15,15,1,5
SpiceJet,GOI,DEL,8.42,1,8488,13,30,21,55
Vistara,GOI,DEL,8.58,1,8712,13,20,21,55
Vistara,GOI,DEL,10.83,1,8712,13,20,0,10
GoFirst,GOI,DEL,8.0,1,8735,0,5,8,5
IndiGo,GOI,DEL,6.33,1,8822,1,20,7,40
IndiGo,GOI,DEL,8.0,1,9044,6,45,14,45
GoFirst,GOI,DEL,7.83,1,9113,6,40,14,30
IndiGo,GOI,DEL,8.08,1,9255,0,10,8,15
IndiGo,GOI,DEL,7.08,1,9407,15,15,22,20
IndiGo,GOI,DEL,7.42,1,9407,6,45,14,10
AirAsia India,GOI,DEL,7.5,1,9484,6,25,13,55
AirAsia India,GOI,DEL,7.58,1,9484,1,20,8,55
GoFirst,GOI,DEL,9.17,1,9589,13,15,22,25
GoFirst,GOI,DEL,10.25,1,9589,13,15,23,30
IndiGo,GOI,DEL,7.0,1,9617,18,40,1,40
IndiGo,GOI,DEL,7.83,1,9777,14,30,22,20
IndiGo,GOI,DEL,8.25,1,9777,15,15,23,30
Vistara,GOI,DEL,9.67,1,9787,13,20,23,0
Vistara,GOI,DEL,7.33,1,9798,13,20,20,40
Air India,GOI,DEL,8.42,1,9934,6,50,15,15
AirAsia India,GOI,DEL,6.42,1,10006,17,45,0,10
IndiGo,GOI,DEL,5.17,1,10178,2,5,7,15
AirAsia India,GOI,DEL,6.58,2,10190,18,30,1,5
AirAsia India,GOI,DEL,6.58,1,10252,18,30,1,5
IndiGo,GOI,DEL,6.58,1,10457,7,20,13,55
IndiGo,GOI,DEL,4.5,1,10554,1,20,5,50
AirAsia India,GOI,DEL,5.67,1,10722,5,0,10,40
GoFirst,GOI,DEL,9.83,1,10743,14,0,23,50
IndiGo,GOI,DEL,6.42,1,10769,21,5,3,30
AirAsia India,GOI,DEL,6.33,1,10835,22,30,4,50
Vistara,GOI,DEL,9.17,1,10837,14,40,23,50
IndiGo,GOI,DEL,7.17,1,10986,2,5,9,15
IndiGo,GOI,DEL,6.5,1,11024,16,30,23,0
IndiGo,GOI,DEL,5.42,1,11035,16,30,21,55
Vistara,GOI,DEL,6.92,1,11152,14,40,21,35
Vistara,GOI,DEL,7.75,1,11152,14,40,22,25
IndiGo,GOI,DEL,5.42,1,11388,14,30,19,55
AirAsia India,GOI,DEL,6.0,1,11686,5,0,11,0
Vistara,GOI,DEL,6.08,1,11935,13,20,19,25
AirAsia India,GOI,DEL,6.67,2,12824,18,30,1,10
AirAsia India,GOI,DEL,7.42,1,13390,19,55,3,20
AirAsia India,GOI,DEL,6.67,1,13743,18,30,1,10
Vistara,GOI,DEL,7.33,2,14715,14,40,22,0
AirAsia India,GOI,DEL,7.42,2,15224,19,55,3,20
IndiGo,GOI,DEL,5.42,1,16412,7,25,12,50
IndiGo,GOI,DEL,5.25,1,17361,7,25,12,40
Hahn Air Systems,GOI,DEL,2.42,0,18005,23,0,1,25
Air India,GOI,DEL,9.92,1,10169,23,10,9,5
SpiceJet,GOI,DEL,10.67,1,12728,21,55,8,35
AirAsia India,GOI,DEL,8.83,1,13390,18,30,3,20
Vistara,GOI,DEL,10.5,2,14760,13,20,23,50
Vistara,GOI,DEL,9.5,2,15018,14,40,0,10
Vistara,GOI,DEL,9.5,2,15033,14,40,0,10
Vistara,GOI,DEL,10.25,2,15033,14,40,0,55
Vistara,GOI,DEL,10.25,2,15033,14,40,0,55
AirAsia India,GOI,DEL,8.83,2,15224,18,30,3,20
Vistara,GOI,DEL,8.33,2,15293,14,40,23,0
SpiceJet,GOI,DEL,9.33,1,15508,12,55,22,15
SpiceJet,GOI,DEL,8.75,1,15746,13,30,22,15
Air India,GOI,DEL,8.08,2,17086,15,15,23,20
IndiGo,GOI,DEL,6.5,1,17195,7,25,13,55
AirAsia India,GOI,DEL,10.83,1,17750,15,15,2,5
AirAsia India,GOI,DEL,10.83,2,17750,15,15,2,5
Air India,GOI,DEL,8.83,2,17795,6,50,15,40
Vistara,GOI,DEL,8.25,2,17895,13,20,21,35
Vistara,GOI,DEL,9.08,2,17895,13,20,22,25
Hahn Air Systems,GOI,DEL,9.42,1,33097,17,35,3,0
Hahn Air Systems,GOI,DEL,10.67,1,33336,21,55,8,35
Hahn Air Systems,GOI,DEL,8.75,1,36449,13,30,22,15
Oman Air,GOI,DEL,9.92,1,38442,21,0,6,55
Hahn Air Systems,GOI,DEL,8.42,2,51540,13,30,21,55
GoFirst,GOI,DEL,2.33,0,5250,23,40,2,0
GoFirst,GOI,DEL,2.75,0,5390,17,25,20,10
GoFirst,GOI,DEL,2.33,0,5250,23,40,2,0
Vistara,GOI,DEL,2.5,0,7477,10,25,12,55
SpiceJet,GOI,DEL,2.67,0,5822,15,5,17,45
AirAsia India,GOI,DEL,2.58,0,6330,8,20,10,55
IndiGo,GOI,DEL,2.58,0,6831,13,0,15,35
Air India,GOI,DEL,2.5,0,7893,14,15,16,45
AirAsia India,GOI,DEL,2.67,0,7037,13,50,16,30
IndiGo,GOI,DEL,2.75,0,7094,19,15,22,0
SpiceJet,GOI,DEL,2.83,0,7225,18,10,21,0
IndiGo,GOI,DEL,2.58,0,7829,15,25,18,0
SpiceJet,GOI,DEL,2.42,0,6337,23,0,1,25
Air India,GOI,DEL,2.67,0,6612,1,15,3,55
IndiGo,GOI,DEL,2.92,0,7094,13,55,16,50
Vistara,GOI,DEL,2.67,0,9472,14,25,17,5
GoFirst,GOI,DEL,2.67,0,9572,12,0,14,40
AirAsia India,GOI,DEL,2.75,0,6330,23,5,1,50
IndiGo,GOI,DEL,2.58,0,6793,0,50,3,25
IndiGo,GOI,DEL,2.58,0,6831,22,0,0,35
Vistara,GOI,DEL,2.75,0,7946,21,55,0,40
AirAsia India,GOI,DEL,2.75,0,9844,16,35,19,20
AirAsia India,GOI,DEL,4.0,1,7037,17,45,21,45
AirAsia India,GOI,DEL,4.0,0,7101,17,45,21,45
Air India,GOI,DEL,4.5,1,9934,6,50,11,20
Hahn Air Systems,GOI,DEL,2.42,0,18005,23,0,1,25
AirAsia India,GOI,DEL,4.5,1,6840,5,0,9,30
IndiGo,GOI,DEL,5.58,1,8879,6,45,12,20
IndiGo,GOI,DEL,4.92,1,9299,6,45,11,40
AirAsia India,GOI,DEL,5.92,1,9396,15,15,21,10
Vistara,GOI,DEL,5.42,1,9472,8,40,14,5
Vistara,GOI,DEL,5.83,1,9472,8,40,14,30
IndiGo,GOI,DEL,5.17,1,9719,2,5,7,15
GoFirst,GOI,DEL,5.5,1,9790,6,40,12,10
GoFirst,GOI,DEL,5.25,1,9842,17,10,22,25
GoFirst,GOI,DEL,6.58,1,9842,17,10,23,45
IndiGo,GOI,DEL,5.25,1,9929,1,40,6,55
IndiGo,GOI,DEL,6.08,1,10401,17,15,23,20
Air India,GOI,DEL,5.5,1,10404,6,50,12,20
GoFirst,GOI,DEL,5.33,1,10778,18,25,23,45
Vistara,GOI,DEL,5.5,1,10943,8,40,14,10
IndiGo,GOI,DEL,4.5,1,11117,1,20,5,50
IndiGo,GOI,DEL,4.83,1,11189,7,20,12,10
IndiGo,GOI,DEL,5.17,1,11495,16,30,21,40
AirAsia India,GOI,DEL,5.25,1,12539,17,45,23,0
IndiGo,GOI,DEL,4.75,1,12554,15,15,20,0
IndiGo,GOI,DEL,4.92,1,13239,11,40,16,35
IndiGo,GOI,DEL,5.0,1,13394,13,10,18,10
GoFirst,GOI,DEL,5.0,1,13816,11,50,16,50
GoFirst,GOI,DEL,5.42,1,13816,11,50,17,15
Vistara,GOI,DEL,4.75,1,13994,13,20,18,5
Vistara,GOI,DEL,5.67,1,14722,14,40,20,20
GoFirst,GOI,DEL,9.25,1,7903,6,40,15,55
GoFirst,GOI,DEL,10.17,1,7903,6,40,16,50
GoFirst,GOI,DEL,10.58,1,7903,6,40,17,15
AirAsia India,GOI,DEL,7.0,1,8284,15,15,22,15
AirAsia India,GOI,DEL,9.83,1,8284,15,15,1,5
AirAsia India,GOI,DEL,7.58,1,8361,1,20,8,55
GoFirst,GOI,DEL,10.08,1,8969,22,15,8,20
IndiGo,GOI,DEL,7.0,1,8987,0,10,7,10
GoFirst,GOI,DEL,7.83,1,9113,6,40,14,30
GoFirst,GOI,DEL,9.08,1,9113,6,40,15,45
Vistara,GOI,DEL,8.25,1,9262,8,40,16,55
AirAsia India,GOI,DEL,6.75,1,9396,7,10,13,55
Vistara,GOI,DEL,9.42,1,9397,8,40,18,5
IndiGo,GOI,DEL,8.08,1,9569,0,10,8,15
IndiGo,GOI,DEL,8.0,1,9777,6,45,14,45
IndiGo,GOI,DEL,7.42,1,9779,6,45,14,10
SpiceJet,GOI,DEL,8.42,1,9796,13,30,21,55
SpiceJet,GOI,DEL,9.42,1,9796,17,35,3,0
GoFirst,GOI,DEL,7.67,1,9842,17,10,0,50
GoFirst,GOI,DEL,6.92,1,10269,13,15,20,10
Air India,GOI,DEL,8.42,1,10404,6,50,15,15
IndiGo,GOI,DEL,7.33,1,10500,6,45,14,5
Vistara,GOI,DEL,6.08,1,10722,8,40,14,45
AirAsia India,GOI,DEL,5.67,1,10835,5,0,10,40
GoFirst,GOI,DEL,6.58,1,10940,18,15,0,50
Air India,GOI,DEL,9.92,1,11145,23,10,9,5
IndiGo,GOI,DEL,7.75,1,11249,1,35,9,20
AirAsia India,GOI,DEL,6.67,1,11286,5,0,11,40
AirAsia India,GOI,DEL,6.58,2,11404,18,30,1,5
IndiGo,GOI,DEL,8.08,1,11459,1,40,9,45
AirAsia India,GOI,DEL,6.58,1,11512,18,30,1,5
AirAsia India,GOI,DEL,6.0,1,11686,5,0,11,0
IndiGo,GOI,DEL,6.33,1,11714,1,20,7,40
IndiGo,GOI,DEL,7.17,1,11793,2,5,9,15
IndiGo,GOI,DEL,7.0,1,11822,18,40,1,40
IndiGo,GOI,DEL,6.42,1,11979,21,5,3,30
AirAsia India,GOI,DEL,6.42,1,12266,17,45,0,10
AirAsia India,GOI,DEL,6.33,1,12301,22,30,4,50
IndiGo,GOI,DEL,6.58,1,12347,18,10,0,45
IndiGo,GOI,DEL,6.42,1,12501,8,15,14,40
IndiGo,GOI,DEL,6.58,1,12662,7,20,13,55
AirAsia India,GOI,DEL,7.42,2,12903,19,55,3,20
IndiGo,GOI,DEL,5.5,1,12984,18,40,0,10
IndiGo,GOI,DEL,6.0,1,13036,1,40,7,40
IndiGo,GOI,DEL,7.08,1,13082,15,15,22,20
AirAsia India,GOI,DEL,7.42,1,13390,19,55,3,20
IndiGo,GOI,DEL,6.25,1,13394,13,10,19,25
AirAsia India,GOI,DEL,6.67,1,13743,18,30,1,10
Vistara,GOI,DEL,9.67,1,13801,13,20,23,0
Vistara,GOI,DEL,6.92,1,13987,14,40,21,35
SpiceJet,GOI,DEL,9.33,1,14026,12,55,22,15
Vistara,GOI,DEL,7.75,1,14197,14,40,22,25
Vistara,GOI,DEL,9.17,1,14197,14,40,23,50
IndiGo,GOI,DEL,5.17,1,14289,7,20,12,30
SpiceJet,GOI,DEL,8.75,1,14357,13,30,22,15
AirAsia India,GOI,DEL,8.83,2,14616,18,30,3,20
AirAsia India,GOI,DEL,6.67,2,14652,18,30,1,10
Vistara,GOI,DEL,8.58,1,14662,13,20,21,55
AirAsia India,GOI,DEL,8.83,1,15103,18,30,3,20
Vistara,GOI,DEL,6.42,1,15586,13,20,19,45
Vistara,GOI,DEL,7.33,1,15607,13,20,20,40
AirAsia India,GOI,DEL,7.17,1,16769,7,10,14,20
AirAsia India,GOI,DEL,7.17,2,18302,7,10,14,20
GoFirst,GOI,DEL,10.08,1,10009,0,5,10,10
GoFirst,GOI,DEL,10.25,1,13589,14,0,0,15
Hahn Air Systems,GOI,DEL,9.42,1,33097,17,35,3,0
Hahn Air Systems,GOI,DEL,8.42,1,33495,13,30,21,55
Hahn Air Systems,GOI,DEL,8.75,1,34137,13,30,22,15
Vistara,GOI,DEL,2.67,0,7403,14,25,17,5
Vistara,GOI,DEL,2.75,0,8397,21,55,0,40
GoFirst,GOI,DEL,2.33,0,5250,23,40,2,0
Air India,GOI,DEL,2.5,0,6681,14,15,16,45
GoFirst,GOI,DEL,2.33,0,5250,23,40,2,0
GoFirst,GOI,DEL,2.67,0,5390,17,40,20,20
SpiceJet,GOI,DEL,2.67,0,5822,15,5,17,45
AirAsia India,GOI,DEL,2.58,0,6330,8,20,10,55
AirAsia India,GOI,DEL,2.67,0,6330,13,50,16,30
SpiceJet,GOI,DEL,2.83,0,6337,18,10,21,0
IndiGo,GOI,DEL,2.75,0,6831,19,15,22,0
IndiGo,GOI,DEL,2.58,0,7094,13,0,15,35
IndiGo,GOI,DEL,2.58,0,7094,15,25,18,0
SpiceJet,GOI,DEL,2.42,0,5380,23,0,1,25
IndiGo,GOI,DEL,2.92,0,6831,13,55,16,50
AirAsia India,GOI,DEL,2.75,0,7037,16,35,19,20
Vistara,GOI,DEL,2.67,0,9472,14,25,17,5
IndiGo,GOI,DEL,2.58,0,6250,0,50,3,25
IndiGo,GOI,DEL,2.58,0,6250,22,0,0,35
Air India,GOI,DEL,2.67,0,6681,1,15,3,55
AirAsia India,GOI,DEL,2.75,0,7037,23,5,1,50
AirAsia India,GOI,DEL,4.0,0,7101,17,45,21,45
Vistara,GOI,DEL,2.75,0,9472,21,55,0,40
IndiGo,GOI,DEL,4.75,1,6831,15,15,20,0
AirAsia India,GOI,DEL,4.0,1,7037,17,45,21,45
IndiGo,GOI,DEL,4.5,1,6831,1,20,5,50
IndiGo,GOI,DEL,4.92,1,6831,6,45,11,40
IndiGo,GOI,DEL,5.17,1,6831,2,5,7,15
IndiGo,GOI,DEL,5.25,1,6831,1,40,6,55
IndiGo,GOI,DEL,5.33,1,6831,18,10,23,30
IndiGo,GOI,DEL,5.58,1,6831,6,45,12,20
AirAsia India,GOI,DEL,4.5,1,6840,5,0,9,30
AirAsia India,GOI,DEL,5.92,1,8284,15,15,21,10
GoFirst,GOI,DEL,5.5,1,8735,6,40,12,10
GoFirst,GOI,DEL,5.25,1,8833,17,10,22,25
IndiGo,GOI,DEL,5.17,1,8847,16,30,21,40
IndiGo,GOI,DEL,6.08,1,8847,17,15,23,20
Air India,GOI,DEL,5.5,1,9934,6,50,12,20
Air India,GOI,DEL,4.5,1,10404,6,50,11,20
GoFirst,GOI,DEL,5.5,1,11707,18,15,23,45
Vistara,GOI,DEL,4.75,1,12832,13,20,18,5
Hahn Air Systems,GOI,DEL,2.42,0,18005,23,0,1,25
IndiGo,GOI,DEL,6.58,1,6939,18,10,0,45
IndiGo,GOI,DEL,7.0,1,6939,0,10,7,10
IndiGo,GOI,DEL,7.0,1,6939,18,40,1,40
IndiGo,GOI,DEL,7.08,1,6939,15,15,22,20
IndiGo,GOI,DEL,7.17,1,6939,2,5,9,15
IndiGo,GOI,DEL,7.42,1,6939,6,45,14,10
GoFirst,GOI,DEL,8.5,1,7012,6,40,15,10
IndiGo,GOI,DEL,7.75,1,7101,1,35,9,20
IndiGo,GOI,DEL,8.25,1,7101,23,10,7,25
IndiGo,GOI,DEL,8.0,1,7314,6,45,14,45
IndiGo,GOI,DEL,8.08,1,7314,0,10,8,15
IndiGo,GOI,DEL,8.25,1,7314,15,15,23,30
IndiGo,GOI,DEL,6.33,1,7569,2,25,8,45
AirAsia India,GOI,DEL,7.5,1,8284,6,25,13,55
AirAsia India,GOI,DEL,7.58,1,8284,1,20,8,55
AirAsia India,GOI,DEL,9.83,1,8284,15,15,1,5
SpiceJet,GOI,DEL,8.42,1,8640,13,30,21,55
GoFirst,GOI,DEL,6.58,1,8833,17,10,23,45
GoFirst,GOI,DEL,7.67,1,8833,17,10,0,50
SpiceJet,GOI,DEL,9.42,1,8956,17,35,3,0
GoFirst,GOI,DEL,7.83,1,9113,6,40,14,30
GoFirst,GOI,DEL,9.08,1,9113,6,40,15,45
IndiGo,GOI,DEL,6.42,1,9519,21,5,3,30
GoFirst,GOI,DEL,9.17,1,10009,17,10,2,20
IndiGo,GOI,DEL,7.92,1,10059,0,10,8,5
SpiceJet,GOI,DEL,8.75,1,10216,13,30,22,15
Air India,GOI,DEL,8.42,1,10404,6,50,15,15
AirAsia India,GOI,DEL,6.67,1,10834,5,0,11,40
IndiGo,GOI,DEL,6.42,1,11031,8,15,14,40
AirAsia India,GOI,DEL,6.58,2,11404,18,30,1,5
AirAsia India,GOI,DEL,6.42,1,11496,17,45,0,10
AirAsia India,GOI,DEL,5.67,1,11512,5,0,10,40
AirAsia India,GOI,DEL,6.58,1,11512,18,30,1,5
GoFirst,GOI,DEL,6.58,1,11707,18,15,0,50
SpiceJet,GOI,DEL,6.08,1,11726,13,40,19,45
AirAsia India,GOI,DEL,6.33,1,11737,22,30,4,50
AirAsia India,GOI,DEL,5.25,1,11769,17,45,23,0
Vistara,GOI,DEL,6.92,1,11992,14,40,21,35
Vistara,GOI,DEL,7.75,1,11992,14,40,22,25
Vistara,GOI,DEL,9.17,1,11992,14,40,23,50
IndiGo,GOI,DEL,5.5,1,12102,18,40,0,10
AirAsia India,GOI,DEL,6.0,1,12259,5,0,11,0
Vistara,GOI,DEL,6.42,1,12633,13,20,19,45
Vistara,GOI,DEL,5.67,1,12727,14,40,20,20
AirAsia India,GOI,DEL,5.75,1,12762,6,25,12,10
AirAsia India,GOI,DEL,5.0,1,12955,18,30,23,30
IndiGo,GOI,DEL,5.42,1,13345,14,30,19,55
IndiGo,GOI,DEL,5.92,1,13431,8,15,14,10
Vistara,GOI,DEL,8.58,1,13551,13,20,21,55
Vistara,GOI,DEL,7.33,1,13662,13,20,20,40
GoFirst,GOI,DEL,6.92,1,13816,13,15,20,10
IndiGo,GOI,DEL,5.42,1,14139,16,30,21,55
AirAsia India,GOI,DEL,6.67,2,14444,18,30,1,10
IndiGo,GOI,DEL,5.17,1,14519,7,20,12,30
AirAsia India,GOI,DEL,7.42,2,14840,19,55,3,20
Vistara,GOI,DEL,7.33,2,16028,14,40,22,0
Vistara,GOI,DEL,8.33,2,16643,14,40,23,0
GoFirst,GOI,DEL,10.17,1,7903,6,40,16,50
GoFirst,GOI,DEL,10.08,1,8969,22,15,8,20
GoFirst,GOI,DEL,10.33,1,9483,0,5,10,25
Vistara,GOI,DEL,9.67,1,12622,13,20,23,0
GoFirst,GOI,DEL,10.42,1,12982,13,50,0,15
GoFirst,GOI,DEL,10.25,1,13061,14,0,0,15
AirAsia India,GOI,DEL,8.83,2,14616,18,30,3,20
Vistara,GOI,DEL,9.5,2,16118,14,40,0,10
Vistara,GOI,DEL,9.5,2,16433,14,40,0,10
Vistara,GOI,DEL,10.25,2,16433,14,40,0,55
Vistara,GOI,DEL,10.25,2,16553,14,40,0,55
Vistara,GOI,DEL,10.25,2,17759,14,40,0,55
Vistara,GOI,DEL,8.25,2,19373,13,20,21,35
Vistara,GOI,DEL,9.08,2,19373,13,20,22,25
Hahn Air Systems,GOI,DEL,8.75,1,32144,13,30,22,15
Hahn Air Systems,GOI,DEL,9.42,1,33097,17,35,3,0
Alaska Seaplanes,GOI,DEL,6.08,1,33495,13,40,19,45
Hahn Air Systems,GOI,DEL,8.42,2,52987,13,30,21,55
GoFirst,GOI,DEL,2.33,0,5250,23,40,2,0
Air India,GOI,DEL,2.5,0,6681,14,15,16,45
GoFirst,GOI,DEL,2.33,0,5250,23,40,2,0
SpiceJet,GOI,DEL,2.67,0,5822,15,5,17,45
AirAsia India,GOI,DEL,2.58,0,6330,8,20,10,55
AirAsia India,GOI,DEL,2.67,0,6330,13,50,16,30
IndiGo,GOI,DEL,2.58,0,6831,13,0,15,35
IndiGo,GOI,DEL,2.58,0,6831,15,25,18,0
IndiGo,GOI,DEL,2.75,0,6831,19,15,22,0
IndiGo,GOI,DEL,2.92,0,6831,13,55,16,50
AirAsia India,GOI,DEL,2.75,0,7037,16,35,19,20
SpiceJet,GOI,DEL,2.83,0,7243,18,10,21,0
IndiGo,GOI,DEL,2.58,0,6250,22,0,0,35
AirAsia India,GOI,DEL,2.75,0,6330,23,5,1,50
SpiceJet,GOI,DEL,2.42,0,6469,23,0,1,25
Air India,GOI,DEL,2.67,0,6681,1,15,3,55
IndiGo,GOI,DEL,2.58,0,6793,0,50,3,25
Vistara,GOI,DEL,2.75,0,6858,21,55,0,40
GoFirst,GOI,DEL,2.67,0,9436,17,40,20,20
Vistara,GOI,DEL,2.67,0,12097,14,25,17,5
AirAsia India,GOI,DEL,4.0,0,7101,17,45,21,45
IndiGo,GOI,DEL,4.75,1,6831,15,15,20,0
IndiGo,GOI,DEL,4.83,1,6831,7,20,12,10
AirAsia India,GOI,DEL,4.0,1,7037,17,45,21,45
Air India,GOI,DEL,4.5,1,9934,6,50,11,20
Hahn Air Systems,GOI,DEL,2.42,0,18005,23,0,1,25
Hahn Air Systems,GOI,DEL,2.67,0,18005,15,5,17,45
Hahn Air Systems,GOI,DEL,2.83,0,18005,18,10,21,0
IndiGo,GOI,DEL,4.5,1,6831,1,20,5,50
IndiGo,GOI,DEL,4.92,1,6831,6,45,11,40
IndiGo,GOI,DEL,5.17,1,6831,2,5,7,15
IndiGo,GOI,DEL,5.33,1,6831,18,10,23,30
IndiGo,GOI,DEL,5.58,1,6831,6,45,12,20
IndiGo,GOI,DEL,5.92,1,6831,18,30,0,25
AirAsia India,GOI,DEL,4.5,1,6840,5,0,9,30
IndiGo,GOI,DEL,6.58,1,6939,18,10,0,45
IndiGo,GOI,DEL,6.58,1,6939,7,20,13,55
GoFirst,GOI,DEL,5.5,1,7012,18,15,23,45
GoFirst,GOI,DEL,6.58,1,7012,18,15,0,50
IndiGo,GOI,DEL,5.17,1,7101,16,30,21,40
IndiGo,GOI,DEL,6.08,1,7101,17,15,23,20
AirAsia India,GOI,DEL,5.92,1,8284,15,15,21,10
GoFirst,GOI,DEL,5.5,1,8735,6,40,12,10
GoFirst,GOI,DEL,5.75,1,8833,17,10,22,55
Air India,GOI,DEL,5.5,1,9934,6,50,12,20
AirAsia India,GOI,DEL,5.25,1,10804,17,45,23,0
Vistara,GOI,DEL,5.67,1,13147,14,40,20,20
IndiGo,GOI,DEL,6.42,1,6831,21,5,3,30
IndiGo,GOI,DEL,7.0,1,6939,0,10,7,10
IndiGo,GOI,DEL,7.0,1,6939,18,40,1,40
IndiGo,GOI,DEL,7.08,1,6939,15,15,22,20
IndiGo,GOI,DEL,7.17,1,6939,2,5,9,15
IndiGo,GOI,DEL,7.42,1,6939,6,45,14,10
IndiGo,GOI,DEL,7.75,1,7101,1,35,9,20
IndiGo,GOI,DEL,7.83,1,7101,14,30,22,20
IndiGo,GOI,DEL,8.25,1,7101,23,10,7,25
SpiceJet,GOI,DEL,9.42,1,8220,17,35,3,0
AirAsia India,GOI,DEL,6.75,1,8284,7,10,13,55
AirAsia India,GOI,DEL,7.58,1,8284,1,20,8,55
AirAsia India,GOI,DEL,9.83,1,8284,15,15,1,5
GoFirst,GOI,DEL,8.08,1,8735,18,15,2,20
GoFirst,GOI,DEL,8.5,1,8735,6,40,15,10
GoFirst,GOI,DEL,6.58,1,8833,17,10,23,45
GoFirst,GOI,DEL,7.67,1,8833,17,10,0,50
SpiceJet,GOI,DEL,8.42,1,9376,13,30,21,55
IndiGo,GOI,DEL,8.42,1,9376,8,15,16,40
IndiGo,GOI,DEL,9.5,1,9376,8,15,17,45
GoFirst,GOI,DEL,7.83,1,9537,6,40,14,30
GoFirst,GOI,DEL,6.92,1,9695,13,15,20,10
IndiGo,GOI,DEL,7.33,1,10280,6,45,14,5
AirAsia India,GOI,DEL,6.42,1,10531,17,45,0,10
GoFirst,GOI,DEL,9.67,1,10533,13,15,22,55
AirAsia India,GOI,DEL,6.58,2,10677,18,30,1,5
